3102.92	3148.97	535.382	427.201	771.286	497.117	287.687	420.48	592.276	281.407	92.472	64.739	10.39	3955.155	4959.35	3743.671	3584.298	547.823	412.33	3591.973	5917.668	85.742	42.264	300.048	192.506	187.091	202.605	283.017	223.378	345.55	364.597	57.531	103.192	157.764	3.912	55.175	82.479	29.978	36.905
3135.621	3134.222	1890.48	1049.964	1427.594	1513.402	1171.69	1342.367	1392.85	1137.922	158.312	60.689	28.077	4369.906	5439.93	4298.196	4135.432	1147.415	1000.703	4402.93	6664.749	64.203	4.169	754.687	480.673	598.28	605.724	722.389	655.749	1250.172	811.266	76.919	168	154.528	15.294	116.903	82.788	25.054	48.946
3061.975	3117.937	2114.843	1180.498	1593.491	1736.878	1318.045	1544.424	1511.047	1251.13	135.956	91.051	35.895	4269.695	5442.471	4294.803	4233.208	1304.395	1179.122	4599.081	6692.574	67.117	85.725	817.096	624.211	755.007	709.517	831.605	762.046	1473.982	950.798	105.251	151.608	135.234	16.053	49.295	20.72	81.624	91.074
3038.405	3005.757	2423.594	1304.841	1762.464	1959.66	1497.672	1716.517	1769.62	1415.836	156.927	85.097	3.194	4245.502	5318.1	4171.796	3982.152	1312.298	1257.255	4466.246	6560.138	84.447	29.318	1000.161	645.131	842.36	808.772	958.793	869.859	1660.566	946.595	89.042	158.003	158.448	73.17	70.154	65.125	95.244	48.535
3142.74	3067.082	2862.403	1532.538	2060.062	2308.181	1793.581	2113.082	2044.605	1745.28	147.351	40.701	-20.127	4270.141	5436.898	4142.579	4107.015	1528.223	1477.324	4594.582	6664.746	45.711	30.265	1152.431	834.494	994.916	941.792	1056.364	976.362	1890.411	1110.769	49.938	169.531	132.221	10.65	85.991	56.742	11.609	32.171
2992.951	2925.442	3121.505	1728.893	2169.846	2543.994	2015.954	2311.096	2278.776	1906.857	157.673	79.459	-1.92	4257.662	5421.628	4201.951	4020.907	1639.16	1687.217	4602.75	6687.965	44.034	88.642	1308.828	951.208	1140.542	1138.318	1234.079	1116.17	2264.465	1289.826	109.285	197.628	153.541	53.087	115.166	50.79	10.489	46.927
2939.159	2848.633	3140.619	1694.131	2258.738	2641.736	2032.916	2405.821	2383.313	2023.303	119.965	97.308	-4.856	4111.853	5161.846	4002.317	3835.649	1756.299	1785.739	4587.534	6352.353	62.38	36.894	1523.946	1137.787	1381.911	1308.345	1447.2	1289.958	2407.308	1395.78	28.877	195.222	148.486	32.001	103.332	67.002	48.859	67.668
2831.045	2732.749	3638.728	1985.769	2573.472	3080.479	2413.988	2808.488	2766.064	2365.037	139.797	82.622	18.468	4104.059	5104.399	3941.047	3743.104	1908.241	1997.752	4579.322	6445.851	45.423	39.439	1655.373	1214.487	1543.843	1432.974	1570.564	1463.879	2729.16	1553.584	70.801	148.25	115.283	10.886	77.735	39.066	33.011	57.689
3231.568	3170.808	565.714	460.337	714.619	507.554	355.68	452.094	551.074	328.203	91.76	46.399	3.484	4083.993	5129.187	3913.907	3787.381	597.912	416.339	3795.684	6070.879	23.144	33.382	286.644	151.117	196.961	227.687	317.303	249.441	391.483	405.999	64.826	112.727	95.291	4.895	57.604	2.164	27.053	63.203
3210.747	3268.605	560.16	413.647	721.882	529.091	319.357	431.826	525.619	333.788	113.727	67.208	-22.841	4197.835	5324.722	4091.942	4023.471	617.78	491.364	3990.744	6353.442	-11.233	75	267.421	133.89	198.099	193.419	309.503	270.939	418.689	478.14	60.641	213.448	95.422	57.491	63.404	51.761	56.91	10.325
3202.286	3198.782	758.26	525.223	881.384	669.9	395.239	451.678	573.347	355.941	131.63	64.682	4.612	4367.989	5491.299	4227.655	4107.188	620.517	440.462	4119.686	6520.864	108.648	-3.547	331.669	207.536	196.499	192.786	336.949	334.594	490.331	478.909	49.786	172.299	134.658	44.522	34.719	45.834	60.814	50.772
3358.798	3296.812	860.036	575.639	983.146	733.725	471.921	551.544	623.411	418.365	183.756	53.512	-21.102	4452.153	5511.723	4176.692	4176.85	702.688	524.188	4245.556	6770.094	41.209	82.247	368.705	210.544	343.273	304.179	385.628	373.292	558.589	533.499	71.427	156.15	144.779	32.298	9.679	50.888	17.296	45.839
3321.992	3271.977	1019.775	688.094	1057.234	877.191	575.763	759.512	775.695	515.855	157.735	88.815	-14.133	4454.78	5562.597	4260.977	4190.769	799.351	603.985	4210.664	6676.675	62.952	44.09	415.368	268.351	296.495	334.486	430.644	403.655	640.188	569.718	50.614	131.174	170.125	5.635	50.029	33.53	32.492	17.876
3400.775	3356.763	1291.692	717.757	1094.73	986.695	690.569	818.244	803.78	595.085	122.49	39.582	30.786	4467.872	5656.185	4397.604	4223.17	880.784	695.062	4330.409	6813.387	59.067	88.188	499.349	297.51	373.738	372.92	528.475	422.697	793.271	619.173	47.017	152.909	220.744	-7.084	81.857	1.793	37.708	55.468
3316.684	3313.522	1410.679	868.437	1288.385	1157.445	779.565	1013.137	967.264	757.2	139.598	81.111	-18.437	4456.848	5708.341	4355.967	4268.374	1002.302	829.817	4472.498	6840.993	62.356	62.529	543.056	409.739	423.779	418.832	586.806	513.069	885.256	656.5	87.363	174.52	143.602	31.905	36.541	60.944	54.064	50.78
3178.856	3201.169	1730.11	985.941	1407.239	1371.726	1008.426	1199.72	1243.922	1022.518	115.738	64.71	-17.506	4414.73	5456.411	4299.257	4195.132	1045.755	939.882	4270.729	6703.124	30.001	53.862	591.373	413.621	510.263	514.93	635.761	552.41	1080.594	713.917	128.294	194.018	137.044	19.936	41.55	-22.871	28.218	74.384
4137.979	3987.424	5413.114	2811.019	3579.198	4276.694	3381.735	3987.817	3851.079	3389.048	185.4	94.199	16.297	4560.502	5904.481	4347.108	4107.35	2439.686	2713.08	5318.586	7374.448	83.861	52.891	2367.742	1789.596	2241.137	2173.439	2081.349	2180.277	3648.105	2279.68	25.483	136.555	124.379	31.756	33.315	11.523	69.917	69.517
2258.443	1498.534	9570.963	5710.332	6670.135	8960.279	7365.135	8455.449	7800.868	6948.34	260.985	87.086	30.098	3063.048	4388.209	3806.17	3102.996	6331.72	7402.678	6606.412	6741.862	106.126	47.766	6504.791	5589.564	6378.497	6397.347	5650.328	6340.155	9646.196	5914.348	69.879	104.348	88.729	-0.046	150.173	58.048	48.253	18.626
2190.254	1351.939	9688.851	5827.023	6740.459	9208.414	7527.3	8542.244	8069.411	7081.054	246.771	2.183	23.544	2871.079	4158.745	3603.405	2919.13	6400.898	7474.139	6667.482	6546.887	78.982	8.407	6568.418	5703.915	6472.848	6500.037	5668.429	6459.917	9750.806	6050.143	17.392	77.98	71.355	-16.955	117.254	37.459	19.84	90.807
2043.723	1207.504	9497.88	5754.002	6572.066	9180.923	7418.624	8485.679	7823.085	6972.955	207.241	3.233	29.22	2632.156	3904.286	3436.108	2702.63	6376.317	7568.998	6383.89	6117.591	121.443	19.926	6588.48	5584.579	6447.341	6473.077	5707.542	6324.011	9589.312	5966.533	62.504	83.83	122.602	-4.555	98.584	49.59	16.025	68.785
1948.753	1009.824	9511.727	5802.024	6628.131	9125.987	7459.01	8521.667	7979.35	7026.955	209.982	35.329	-41.122	2315.849	3523.116	3208.241	2607.818	6472.218	7611.88	6324.31	5971.381	134.279	28.287	6640.876	5814.128	6483.494	6626.781	5806.441	6633.848	9873.814	6048.482	7.058	97.657	54.964	16.086	104.441	22.48	-0.706	64.191
2287.583	1204.475	9528.167	5669.471	6732.258	9083.149	7468.736	8519.774	7950.059	6914.18	218.961	11.927	4.699	2244.207	3449.856	3231.306	2519.196	6562.8	7635.003	6454.136	5990.684	103.123	34.511	6725.775	5921.206	6676.46	6734.376	5885.906	6720.344	9938.035	6116.148	5.285	59.559	57.867	54.36	62.314	75.132	9.112	59.71
2191.584	1093.074	9632.817	5789.304	6740.932	9267.2	7531.543	8730.968	8132.393	7181.601	246.106	45.443	23.33	2043.569	3156.753	3113.245	2450.188	6747.97	7776.466	6374.638	5779.536	68.524	85.049	6765.08	5910.218	6803.06	6851.066	5973.966	6774.547	10245.08	6229.687	14.528	55.551	4.472	5.668	125.408	5.157	6.374	80.7
1788.19	753.329	9595.462	5798.329	6654.63	9172.333	7559.663	8520.303	7992.947	7047.136	309.611	29.31	-27.719	1931.999	2973.178	2951.086	2378.874	6643.519	7685.005	6292.796	5587.356	72.793	46.822	6706.6	5904.419	6788.024	6823.811	5971.567	6703.762	10132.957	6126.335	80.07	73.747	54.821	-0.19	108.77	47.733	-6.285	94.097
3931.947	3618.649	6627.111	3546.437	4361.824	5430.266	4430.59	5097.211	4852.144	4219.546	262.962	63.963	35.517	4379.813	5640.449	4230.764	3891.011	3177.374	3418.436	5506.237	7138.716	77.549	69.393	3036.075	2433.038	2972.974	3001.055	2687.996	2883.781	4712.654	2894.721	6.295	121.601	168.771	16.596	69.076	-10.165	35.267	39.42
3936.287	3531.462	7619.232	4295.993	5155.45	6613.769	5259.604	6171.422	5871.013	5091.531	293.239	83.189	5.337	4352.357	5968.467	4333.93	4059.069	3838.268	4253.887	5826.911	7593.844	79.3	54.07	3745.499	3080.465	3643.1	3724.773	3241.042	3694.744	5805.004	3567.537	65.177	103.622	97.992	-1.915	101.584	60.417	5.54	39.544
3534.281	3132.12	8177.417	4796.526	5633.032	7340.556	5829.023	6738.643	6363.066	5481.308	245.404	64.036	-20.301	4264.663	5734.838	4351.012	3915.457	4447.051	5005.166	6144.23	7455.441	62.23	24.879	4328.363	3660.455	4340.192	4339.402	3849.634	4342.22	6639.712	4114.141	51.092	120.46	105.102	10.903	49.925	46.929	11.811	60.085
3379.33	3026.33	8796.933	5350.486	6288.686	8009.237	6400.017	7278.029	6930.111	6051.097	283.35	82.013	11.241	4217.912	5738.601	4368.773	3805.204	4874.41	5498.52	6436.683	7575.576	74.207	26.559	4730.425	3982.488	4875.907	4782.003	4211.526	4794.383	7396.7	4649.566	20.483	84.664	110.069	-3.24	136.066	31.66	17.977	123.855
3282.979	2759.951	8936.773	5131.246	6038.954	8285.701	6867.347	7860.593	7448.44	6591.025	320.933	81.587	8.863	3896.561	5462.249	4269.936	3771.767	5480.788	6317.539	6654.909	7559.175	156.758	12.359	5579.996	4708.294	5452.277	5407.09	4738.36	5345.819	8256.003	5120.774	25.969	142.179	88.948	15.168	99.262	2.255	7.183	68.996
2890.756	2327.685	9159.852	5359.143	6388.184	8610.216	7045.958	8127.994	7719.858	6776.213	250.381	64.392	30.63	3701.558	5157.499	4158.582	3611.663	5701.966	6666.49	6551.228	7377.124	62.684	37.424	5608.904	4882.646	5702.846	5736.328	5041.461	5617.417	8524.984	5279.154	47.797	125.898	56.911	3.982	108.214	23.623	12.761	40.946
